URI|PROPERTY|ENGLISH
http://snomed.info/id/224809004|http://www.w3.org/2004/02/skos/core#prefLabel|Housing estate
http://snomed.info/id/224810009|http://www.w3.org/2004/02/skos/core#prefLabel|Inner city environment
http://snomed.info/id/224811008|http://www.w3.org/2004/02/skos/core#prefLabel|Inner city urban regeneration area
http://snomed.info/id/224812001|http://www.w3.org/2004/02/skos/core#prefLabel|City suburbs
http://snomed.info/id/224815004|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial environment
http://snomed.info/id/224816003|http://www.w3.org/2004/02/skos/core#prefLabel|Farming environment
http://snomed.info/id/224817007|http://www.w3.org/2004/02/skos/core#prefLabel|Coastal environment
http://snomed.info/id/224817007|http://www.w3.org/2004/02/skos/core#altLabel|By the seaside
http://snomed.info/id/224818002|http://www.w3.org/2004/02/skos/core#prefLabel|Pedestrian road crossing
http://snomed.info/id/224819005|http://www.w3.org/2004/02/skos/core#prefLabel|Pedestrian underpass
http://snomed.info/id/224820004|http://www.w3.org/2004/02/skos/core#prefLabel|Manned pedestrian road crossing
http://snomed.info/id/224821000|http://www.w3.org/2004/02/skos/core#prefLabel|Pedestrian road crossing controlled by lights
http://snomed.info/id/224821000|http://www.w3.org/2004/02/skos/core#altLabel|Pelican crossing
http://snomed.info/id/224822007|http://www.w3.org/2004/02/skos/core#prefLabel|Marked crosswalk
http://snomed.info/id/224829003|http://www.w3.org/2004/02/skos/core#prefLabel|Pavement
http://snomed.info/id/224834004|http://www.w3.org/2004/02/skos/core#prefLabel|Supermarket
http://snomed.info/id/224835003|http://www.w3.org/2004/02/skos/core#prefLabel|Food shop
http://snomed.info/id/224835003|http://www.w3.org/2004/02/skos/core#altLabel|Food store
http://snomed.info/id/224837006|http://www.w3.org/2004/02/skos/core#prefLabel|Fast food shop
http://snomed.info/id/224838001|http://www.w3.org/2004/02/skos/core#prefLabel|Baker's shop
http://snomed.info/id/224838001|http://www.w3.org/2004/02/skos/core#altLabel|Bread shop
http://snomed.info/id/224839009|http://www.w3.org/2004/02/skos/core#prefLabel|Grocer's shop
http://snomed.info/id/224840006|http://www.w3.org/2004/02/skos/core#prefLabel|Greengrocer's shop
http://snomed.info/id/224840006|http://www.w3.org/2004/02/skos/core#altLabel|Greengrocer shop
http://snomed.info/id/224841005|http://www.w3.org/2004/02/skos/core#prefLabel|Fruit shop
http://snomed.info/id/224842003|http://www.w3.org/2004/02/skos/core#prefLabel|Butcher's shop
http://snomed.info/id/224843008|http://www.w3.org/2004/02/skos/core#prefLabel|Fish shop
http://snomed.info/id/224843008|http://www.w3.org/2004/02/skos/core#altLabel|Fishmonger's
http://snomed.info/id/224844002|http://www.w3.org/2004/02/skos/core#prefLabel|Off licence
http://snomed.info/id/224845001|http://www.w3.org/2004/02/skos/core#prefLabel|Betting shop
http://snomed.info/id/224846000|http://www.w3.org/2004/02/skos/core#prefLabel|Social club
http://snomed.info/id/224847009|http://www.w3.org/2004/02/skos/core#prefLabel|Leisure center
http://snomed.info/id/224848004|http://www.w3.org/2004/02/skos/core#prefLabel|Nursery school
http://snomed.info/id/224849007|http://www.w3.org/2004/02/skos/core#prefLabel|Nursery class within a school
http://snomed.info/id/224850007|http://www.w3.org/2004/02/skos/core#prefLabel|Infants school
http://snomed.info/id/224851006|http://www.w3.org/2004/02/skos/core#prefLabel|Junior school
http://snomed.info/id/224852004|http://www.w3.org/2004/02/skos/core#prefLabel|Preparatory school
http://snomed.info/id/224853009|http://www.w3.org/2004/02/skos/core#prefLabel|City technology school
http://snomed.info/id/224854003|http://www.w3.org/2004/02/skos/core#prefLabel|Comprehensive school
http://snomed.info/id/224855002|http://www.w3.org/2004/02/skos/core#prefLabel|Middle school
http://snomed.info/id/224856001|http://www.w3.org/2004/02/skos/core#prefLabel|Upper school
http://snomed.info/id/224857005|http://www.w3.org/2004/02/skos/core#prefLabel|Grammar school
http://snomed.info/id/224858000|http://www.w3.org/2004/02/skos/core#prefLabel|Public school
http://snomed.info/id/224859008|http://www.w3.org/2004/02/skos/core#prefLabel|Convent school
http://snomed.info/id/224860003|http://www.w3.org/2004/02/skos/core#prefLabel|Specialist school
http://snomed.info/id/224861004|http://www.w3.org/2004/02/skos/core#prefLabel|Montessori school
http://snomed.info/id/224862006|http://www.w3.org/2004/02/skos/core#prefLabel|Rudolf Steiner school
http://snomed.info/id/224863001|http://www.w3.org/2004/02/skos/core#prefLabel|Special needs school
http://snomed.info/id/224864007|http://www.w3.org/2004/02/skos/core#prefLabel|College
http://snomed.info/id/224865008|http://www.w3.org/2004/02/skos/core#prefLabel|Tertiary college
http://snomed.info/id/224866009|http://www.w3.org/2004/02/skos/core#prefLabel|Sixth form college
http://snomed.info/id/224867000|http://www.w3.org/2004/02/skos/core#prefLabel|Further education college
http://snomed.info/id/224868005|http://www.w3.org/2004/02/skos/core#prefLabel|Technical college
http://snomed.info/id/224869002|http://www.w3.org/2004/02/skos/core#prefLabel|Adult education college
http://snomed.info/id/224870001|http://www.w3.org/2004/02/skos/core#prefLabel|Community college
http://snomed.info/id/224871002|http://www.w3.org/2004/02/skos/core#prefLabel|University
http://snomed.info/id/224872009|http://www.w3.org/2004/02/skos/core#prefLabel|Polytechnic
http://snomed.info/id/224873004|http://www.w3.org/2004/02/skos/core#prefLabel|Training center
http://snomed.info/id/224874005|http://www.w3.org/2004/02/skos/core#prefLabel|Adult training center
http://snomed.info/id/224875006|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial therapy center
http://snomed.info/id/224876007|http://www.w3.org/2004/02/skos/core#prefLabel|Social education center
http://snomed.info/id/224880002|http://www.w3.org/2004/02/skos/core#prefLabel|Location within general practice premises
http://snomed.info/id/224880002|http://www.w3.org/2004/02/skos/core#altLabel|Location within GP premises
http://snomed.info/id/224880002|http://www.w3.org/2004/02/skos/core#altLabel|Location within GP surgery
http://snomed.info/id/224880002|http://www.w3.org/2004/02/skos/core#altLabel|Location within general practice surgery
http://snomed.info/id/224881003|http://www.w3.org/2004/02/skos/core#prefLabel|Charitable nursing home
http://snomed.info/id/224882005|http://www.w3.org/2004/02/skos/core#prefLabel|Cheshire nursing home
http://snomed.info/id/224883000|http://www.w3.org/2004/02/skos/core#prefLabel|St Dunstan's
http://snomed.info/id/224883000|http://www.w3.org/2004/02/skos/core#altLabel|St Dunstan
http://snomed.info/id/224884006|http://www.w3.org/2004/02/skos/core#prefLabel|Location within hospital premises
http://snomed.info/id/224885007|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital consulting room
http://snomed.info/id/224886008|http://www.w3.org/2004/02/skos/core#prefLabel|Treatment room
http://snomed.info/id/224887004|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital waiting room
http://snomed.info/id/224888009|http://www.w3.org/2004/02/skos/core#prefLabel|Health education room
http://snomed.info/id/224889001|http://www.w3.org/2004/02/skos/core#prefLabel|Toilet on hospital premises
http://snomed.info/id/224890005|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital reception area
http://snomed.info/id/224901002|http://www.w3.org/2004/02/skos/core#prefLabel|General floor level
http://snomed.info/id/224902009|http://www.w3.org/2004/02/skos/core#prefLabel|Ground floor
http://snomed.info/id/224903004|http://www.w3.org/2004/02/skos/core#prefLabel|Upper floor
http://snomed.info/id/224904005|http://www.w3.org/2004/02/skos/core#prefLabel|First floor
http://snomed.info/id/224904005|http://www.w3.org/2004/02/skos/core#altLabel|1st floor
http://snomed.info/id/224905006|http://www.w3.org/2004/02/skos/core#prefLabel|Second floor
http://snomed.info/id/224905006|http://www.w3.org/2004/02/skos/core#altLabel|2nd floor
http://snomed.info/id/224906007|http://www.w3.org/2004/02/skos/core#prefLabel|Third floor
http://snomed.info/id/224906007|http://www.w3.org/2004/02/skos/core#altLabel|3rd floor
http://snomed.info/id/224907003|http://www.w3.org/2004/02/skos/core#prefLabel|Fourth floor
http://snomed.info/id/224907003|http://www.w3.org/2004/02/skos/core#altLabel|4th floor
http://snomed.info/id/224908008|http://www.w3.org/2004/02/skos/core#prefLabel|Fifth floor
http://snomed.info/id/224908008|http://www.w3.org/2004/02/skos/core#altLabel|5th floor
http://snomed.info/id/224909000|http://www.w3.org/2004/02/skos/core#prefLabel|Sixth floor
http://snomed.info/id/224909000|http://www.w3.org/2004/02/skos/core#altLabel|6th floor
http://snomed.info/id/224910005|http://www.w3.org/2004/02/skos/core#prefLabel|Seventh floor
http://snomed.info/id/224910005|http://www.w3.org/2004/02/skos/core#altLabel|7th floor
http://snomed.info/id/224911009|http://www.w3.org/2004/02/skos/core#prefLabel|Eighth floor
http://snomed.info/id/224911009|http://www.w3.org/2004/02/skos/core#altLabel|8th floor
http://snomed.info/id/224912002|http://www.w3.org/2004/02/skos/core#prefLabel|Ninth floor
http://snomed.info/id/224912002|http://www.w3.org/2004/02/skos/core#altLabel|9th floor
http://snomed.info/id/224913007|http://www.w3.org/2004/02/skos/core#prefLabel|Tenth floor
http://snomed.info/id/224913007|http://www.w3.org/2004/02/skos/core#altLabel|10th floor
http://snomed.info/id/224914001|http://www.w3.org/2004/02/skos/core#prefLabel|Eleventh floor and above of building
http://snomed.info/id/224922008|http://www.w3.org/2004/02/skos/core#prefLabel|Basement floor
http://snomed.info/id/224923003|http://www.w3.org/2004/02/skos/core#prefLabel|Bottom of staircase
http://snomed.info/id/224923003|http://www.w3.org/2004/02/skos/core#altLabel|Bottom of stairs
http://snomed.info/id/224924009|http://www.w3.org/2004/02/skos/core#prefLabel|Cottage hospital
http://snomed.info/id/224925005|http://www.w3.org/2004/02/skos/core#prefLabel|Countryside
http://snomed.info/id/224926006|http://www.w3.org/2004/02/skos/core#prefLabel|Inner city
http://snomed.info/id/224927002|http://www.w3.org/2004/02/skos/core#prefLabel|Medium secure unit
http://snomed.info/id/224928007|http://www.w3.org/2004/02/skos/core#prefLabel|Regional secure unit
http://snomed.info/id/224929004|http://www.w3.org/2004/02/skos/core#prefLabel|Secure hospital
http://snomed.info/id/224931008|http://www.w3.org/2004/02/skos/core#prefLabel|Between top and bottom of staircase
http://snomed.info/id/224932001|http://www.w3.org/2004/02/skos/core#prefLabel|Top of staircase
http://snomed.info/id/224932001|http://www.w3.org/2004/02/skos/core#altLabel|Top of stairs
http://snomed.info/id/224933006|http://www.w3.org/2004/02/skos/core#prefLabel|Unlicensed residential camp site
http://snomed.info/id/224934000|http://www.w3.org/2004/02/skos/core#prefLabel|Derelict land
http://snomed.info/id/224934000|http://www.w3.org/2004/02/skos/core#altLabel|Waste land
http://snomed.info/id/22549003|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital-based outpatient gynaecology clinic
http://snomed.info/id/225728007|http://www.w3.org/2004/02/skos/core#prefLabel|Accident and Emergency department
http://snomed.info/id/225728007|http://www.w3.org/2004/02/skos/core#altLabel|A & E - Accident and Emergency Department
http://snomed.info/id/225728007|http://www.w3.org/2004/02/skos/core#altLabel|AED - Accident and Emergency department
http://snomed.info/id/225728007|http://www.w3.org/2004/02/skos/core#altLabel|Casualty department
http://snomed.info/id/225729004|http://www.w3.org/2004/02/skos/core#prefLabel|Bathing station
http://snomed.info/id/225730009|http://www.w3.org/2004/02/skos/core#prefLabel|Bed area
http://snomed.info/id/225731008|http://www.w3.org/2004/02/skos/core#prefLabel|Chapel
http://snomed.info/id/225732001|http://www.w3.org/2004/02/skos/core#prefLabel|Community hospital
http://snomed.info/id/225732001|http://www.w3.org/2004/02/skos/core#altLabel|CH - Community hospital
http://snomed.info/id/225733006|http://www.w3.org/2004/02/skos/core#prefLabel|Drinking bar
http://snomed.info/id/225734000|http://www.w3.org/2004/02/skos/core#prefLabel|Holding room
http://snomed.info/id/225736003|http://www.w3.org/2004/02/skos/core#prefLabel|Massage parlour
http://snomed.info/id/225737007|http://www.w3.org/2004/02/skos/core#prefLabel|Morgue
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#prefLabel|Operating room
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#altLabel|OR - Operating room
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#altLabel|OT - Operating theater
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#altLabel|OT - Operating theatre
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#altLabel|Operating theater
http://snomed.info/id/225738002|http://www.w3.org/2004/02/skos/core#altLabel|Operating theatre
http://snomed.info/id/225739005|http://www.w3.org/2004/02/skos/core#prefLabel|Client's room
http://snomed.info/id/225739005|http://www.w3.org/2004/02/skos/core#altLabel|Patient's room
http://snomed.info/id/225740007|http://www.w3.org/2004/02/skos/core#prefLabel|Regional center
http://snomed.info/id/225741006|http://www.w3.org/2004/02/skos/core#prefLabel|Resuscitation room
http://snomed.info/id/225742004|http://www.w3.org/2004/02/skos/core#prefLabel|Sea
http://snomed.info/id/225743009|http://www.w3.org/2004/02/skos/core#prefLabel|Seclusion room
http://snomed.info/id/225744003|http://www.w3.org/2004/02/skos/core#prefLabel|Side room
http://snomed.info/id/225745002|http://www.w3.org/2004/02/skos/core#prefLabel|Stripped room
http://snomed.info/id/225746001|http://www.w3.org/2004/02/skos/core#prefLabel|Ward
http://snomed.info/id/225747005|http://www.w3.org/2004/02/skos/core#prefLabel|X-ray department
http://snomed.info/id/229766003|http://www.w3.org/2004/02/skos/core#prefLabel|Staircase - location
http://snomed.info/id/229766003|http://www.w3.org/2004/02/skos/core#altLabel|Stairs - location
http://snomed.info/id/23392004|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital-based outpatient otorhinolaryngology clinic
http://snomed.info/id/23392004|http://www.w3.org/2004/02/skos/core#altLabel|Hospital-based outpatient ORL clinic
http://snomed.info/id/25567001|http://www.w3.org/2004/02/skos/core#prefLabel|Hospital-based outpatient breast clinic
http://snomed.info/id/25681007|http://www.w3.org/2004/02/skos/core#prefLabel|Sexually transmitted disease clinic
http://snomed.info/id/25681007|http://www.w3.org/2004/02/skos/core#altLabel|Venereal disease clinic
http://snomed.info/id/25711000087100|http://www.w3.org/2004/02/skos/core#prefLabel|Assisted living facility
http://snomed.info/id/25711000087100|http://www.w3.org/2004/02/skos/core#altLabel|Semi-independent living accommodation
http://snomed.info/id/25721000087108|http://www.w3.org/2004/02/skos/core#prefLabel|Emergency shelter
http://snomed.info/id/25731000087105|http://www.w3.org/2004/02/skos/core#prefLabel|Inpatient acute care environment
http://snomed.info/id/25751000087101|http://www.w3.org/2004/02/skos/core#prefLabel|Inpatient mental health environment
http://snomed.info/id/257557008|http://www.w3.org/2004/02/skos/core#prefLabel|Place
http://snomed.info/id/257557008|http://www.w3.org/2004/02/skos/core#altLabel|Places
http://snomed.info/id/257558003|http://www.w3.org/2004/02/skos/core#prefLabel|Apartment attached to business premises
http://snomed.info/id/257559006|http://www.w3.org/2004/02/skos/core#prefLabel|Automatic railway level crossing with half-barriers
http://snomed.info/id/257559006|http://www.w3.org/2004/02/skos/core#altLabel|Automatic crossing with half-barriers
http://snomed.info/id/257560001|http://www.w3.org/2004/02/skos/core#prefLabel|Railway level crossing without gates or barriers
http://snomed.info/id/257560001|http://www.w3.org/2004/02/skos/core#altLabel|Crossing without gates or barriers
http://snomed.info/id/257561002|http://www.w3.org/2004/02/skos/core#prefLabel|Further education establishment
http://snomed.info/id/257562009|http://www.w3.org/2004/02/skos/core#prefLabel|Airport
http://snomed.info/id/257563004|http://www.w3.org/2004/02/skos/core#prefLabel|Amusement park
http://snomed.info/id/257564005|http://www.w3.org/2004/02/skos/core#prefLabel|Apartment
http://snomed.info/id/257564005|http://www.w3.org/2004/02/skos/core#altLabel|Flat
http://snomed.info/id/257565006|http://www.w3.org/2004/02/skos/core#prefLabel|Apartment in apartment building
http://snomed.info/id/257565006|http://www.w3.org/2004/02/skos/core#altLabel|Apartment in residential block
http://snomed.info/id/257566007|http://www.w3.org/2004/02/skos/core#prefLabel|Automatic railway level crossing with gates
http://snomed.info/id/257566007|http://www.w3.org/2004/02/skos/core#altLabel|Automatic crossing with gates
http://snomed.info/id/257567003|http://www.w3.org/2004/02/skos/core#prefLabel|Badminton court
http://snomed.info/id/257568008|http://www.w3.org/2004/02/skos/core#prefLabel|Bank
http://snomed.info/id/257569000|http://www.w3.org/2004/02/skos/core#prefLabel|Baseball field
http://snomed.info/id/257570004|http://www.w3.org/2004/02/skos/core#prefLabel|Basketball court
http://snomed.info/id/257571000|http://www.w3.org/2004/02/skos/core#prefLabel|Building under construction
http://snomed.info/id/257572007|http://www.w3.org/2004/02/skos/core#prefLabel|Beach
http://snomed.info/id/257573002|http://www.w3.org/2004/02/skos/core#prefLabel|Boarding house
http://snomed.info/id/257574008|http://www.w3.org/2004/02/skos/core#prefLabel|Brothel
http://snomed.info/id/257575009|http://www.w3.org/2004/02/skos/core#prefLabel|Bus station
http://snomed.info/id/257576005|http://www.w3.org/2004/02/skos/core#prefLabel|Cafe
http://snomed.info/id/257577001|http://www.w3.org/2004/02/skos/core#prefLabel|Canal
http://snomed.info/id/257578006|http://www.w3.org/2004/02/skos/core#prefLabel|Canal lock
http://snomed.info/id/257579003|http://www.w3.org/2004/02/skos/core#prefLabel|Car park
http://snomed.info/id/257579003|http://www.w3.org/2004/02/skos/core#altLabel|Parking lot
http://snomed.info/id/257580000|http://www.w3.org/2004/02/skos/core#prefLabel|Caravan site
http://snomed.info/id/257580000|http://www.w3.org/2004/02/skos/core#altLabel|Recreational vehicle park
http://snomed.info/id/257581001|http://www.w3.org/2004/02/skos/core#prefLabel|Casino
http://snomed.info/id/257582008|http://www.w3.org/2004/02/skos/core#prefLabel|Children's home
http://snomed.info/id/257583003|http://www.w3.org/2004/02/skos/core#prefLabel|Cinema
http://snomed.info/id/257583003|http://www.w3.org/2004/02/skos/core#altLabel|Movie house
http://snomed.info/id/257583003|http://www.w3.org/2004/02/skos/core#altLabel|Picture house
http://snomed.info/id/257584009|http://www.w3.org/2004/02/skos/core#prefLabel|Cliff
http://snomed.info/id/257585005|http://www.w3.org/2004/02/skos/core#prefLabel|Clinic
http://snomed.info/id/257586006|http://www.w3.org/2004/02/skos/core#prefLabel|Clubhouse
http://snomed.info/id/257588007|http://www.w3.org/2004/02/skos/core#prefLabel|Coastal sea
http://snomed.info/id/257588007|http://www.w3.org/2004/02/skos/core#altLabel|Sea coast
http://snomed.info/id/257589004|http://www.w3.org/2004/02/skos/core#prefLabel|Coastal water
http://snomed.info/id/257590008|http://www.w3.org/2004/02/skos/core#prefLabel|Commercial garage
http://snomed.info/id/257591007|http://www.w3.org/2004/02/skos/core#prefLabel|Commodity market
http://snomed.info/id/257592000|http://www.w3.org/2004/02/skos/core#prefLabel|Courthouse
http://snomed.info/id/257593005|http://www.w3.org/2004/02/skos/core#prefLabel|Cricket ground
http://snomed.info/id/257594004|http://www.w3.org/2004/02/skos/core#prefLabel|Dance hall
http://snomed.info/id/257595003|http://www.w3.org/2004/02/skos/core#prefLabel|Derelict factory
http://snomed.info/id/257595003|http://www.w3.org/2004/02/skos/core#altLabel|Abandoned factory
http://snomed.info/id/257596002|http://www.w3.org/2004/02/skos/core#prefLabel|Derelict house
http://snomed.info/id/257596002|http://www.w3.org/2004/02/skos/core#altLabel|Abandoned house
http://snomed.info/id/257597006|http://www.w3.org/2004/02/skos/core#prefLabel|Desert
http://snomed.info/id/257598001|http://www.w3.org/2004/02/skos/core#prefLabel|Dock - marine
http://snomed.info/id/257598001|http://www.w3.org/2004/02/skos/core#altLabel|Dock
http://snomed.info/id/257599009|http://www.w3.org/2004/02/skos/core#prefLabel|Dock or harbor
http://snomed.info/id/257600007|http://www.w3.org/2004/02/skos/core#prefLabel|Dock premises
http://snomed.info/id/257601006|http://www.w3.org/2004/02/skos/core#prefLabel|Dockyard
http://snomed.info/id/257602004|http://www.w3.org/2004/02/skos/core#prefLabel|Dry dock
http://snomed.info/id/257603009|http://www.w3.org/2004/02/skos/core#prefLabel|Educational establishment
http://snomed.info/id/257603009|http://www.w3.org/2004/02/skos/core#altLabel|Building used in education
http://snomed.info/id/257604003|http://www.w3.org/2004/02/skos/core#prefLabel|Enclosed harbor
http://snomed.info/id/257605002|http://www.w3.org/2004/02/skos/core#prefLabel|Factory
http://snomed.info/id/257606001|http://www.w3.org/2004/02/skos/core#prefLabel|Factory building
http://snomed.info/id/257607005|http://www.w3.org/2004/02/skos/core#prefLabel|Factory loading platform
http://snomed.info/id/257608000|http://www.w3.org/2004/02/skos/core#prefLabel|Factory premises
http://snomed.info/id/257609008|http://www.w3.org/2004/02/skos/core#prefLabel|Farm
http://snomed.info/id/25761000087103|http://www.w3.org/2004/02/skos/core#prefLabel|Inpatient palliative care environment
http://snomed.info/id/257610003|http://www.w3.org/2004/02/skos/core#prefLabel|Farm building
http://snomed.info/id/257611004|http://www.w3.org/2004/02/skos/core#prefLabel|Farm house
http://snomed.info/id/257612006|http://www.w3.org/2004/02/skos/core#prefLabel|Farm land
http://snomed.info/id/257613001|http://www.w3.org/2004/02/skos/core#prefLabel|Fives court
http://snomed.info/id/257614007|http://www.w3.org/2004/02/skos/core#prefLabel|Flood water
http://snomed.info/id/257616009|http://www.w3.org/2004/02/skos/core#prefLabel|Forest
http://snomed.info/id/257617000|http://www.w3.org/2004/02/skos/core#prefLabel|Games court
http://snomed.info/id/257618005|http://www.w3.org/2004/02/skos/core#prefLabel|Golf course
http://snomed.info/id/257619002|http://www.w3.org/2004/02/skos/core#prefLabel|Gravel pit
http://snomed.info/id/257620008|http://www.w3.org/2004/02/skos/core#prefLabel|Gymnasium
http://snomed.info/id/257621007|http://www.w3.org/2004/02/skos/core#prefLabel|Harbor
http://snomed.info/id/257622000|http://www.w3.org/2004/02/skos/core#prefLabel|Healthcare facility
http://snomed.info/id/257624004|http://www.w3.org/2004/02/skos/core#prefLabel|Hill
http://snomed.info/id/257625003|http://www.w3.org/2004/02/skos/core#prefLabel|Hockey field
http://snomed.info/id/257626002|http://www.w3.org/2004/02/skos/core#prefLabel|Holiday camp
http://snomed.info/id/257628001|http://www.w3.org/2004/02/skos/core#prefLabel|Hostel
http://snomed.info/id/257629009|http://www.w3.org/2004/02/skos/core#prefLabel|Hotel
http://snomed.info/id/257630004|http://www.w3.org/2004/02/skos/core#prefLabel|House
http://snomed.info/id/257631000|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial plant
http://snomed.info/id/257632007|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial premises
http://snomed.info/id/257633002|http://www.w3.org/2004/02/skos/core#prefLabel|Industrial yard
http://snomed.info/id/257634008|http://www.w3.org/2004/02/skos/core#prefLabel|Inland water
http://snomed.info/id/257635009|http://www.w3.org/2004/02/skos/core#prefLabel|Lake resort
http://snomed.info/id/257636005|http://www.w3.org/2004/02/skos/core#prefLabel|Holiday resort
http://snomed.info/id/257636005|http://www.w3.org/2004/02/skos/core#altLabel|Leisure resort
http://snomed.info/id/257638006|http://www.w3.org/2004/02/skos/core#prefLabel|Lodging house
http://snomed.info/id/257639003|http://www.w3.org/2004/02/skos/core#prefLabel|Manned railway level crossing with gates
http://snomed.info/id/257639003|http://www.w3.org/2004/02/skos/core#altLabel|Manned crossing with gates
http://snomed.info/id/257640001|http://www.w3.org/2004/02/skos/core#prefLabel|Mine or quarry
http://snomed.info/id/257641002|http://www.w3.org/2004/02/skos/core#prefLabel|Mobile home
http://snomed.info/id/257641002|http://www.w3.org/2004/02/skos/core#altLabel|Caravan
http://snomed.info/id/257642009|http://www.w3.org/2004/02/skos/core#prefLabel|Freeway roadway
http://snomed.info/id/257643004|http://www.w3.org/2004/02/skos/core#prefLabel|Freeway access ramp
http://snomed.info/id/257644005|http://www.w3.org/2004/02/skos/core#prefLabel|Mountain
http://snomed.info/id/257645006|http://www.w3.org/2004/02/skos/core#prefLabel|Mountain resort
http://snomed.info/id/257646007|http://www.w3.org/2004/02/skos/core#prefLabel|Music hall
http://snomed.info/id/257647003|http://www.w3.org/2004/02/skos/core#prefLabel|Nightclub
http://snomed.info/id/257649000|http://www.w3.org/2004/02/skos/core#prefLabel|Office
http://snomed.info/id/257650000|http://www.w3.org/2004/02/skos/core#prefLabel|Office block
http://snomed.info/id/257651001|http://www.w3.org/2004/02/skos/core#prefLabel|Office building
http://snomed.info/id/257652008|http://www.w3.org/2004/02/skos/core#prefLabel|Old peoples' home
http://snomed.info/id/257653003|http://www.w3.org/2004/02/skos/core#prefLabel|Open sea
http://snomed.info/id/257654009|http://www.w3.org/2004/02/skos/core#prefLabel|Opera house
http://snomed.info/id/257655005|http://www.w3.org/2004/02/skos/core#prefLabel|Parking place
http://snomed.info/id/257656006|http://www.w3.org/2004/02/skos/core#prefLabel|Penal institution
http://snomed.info/id/257656006|http://www.w3.org/2004/02/skos/core#altLabel|Correctional facility
http://snomed.info/id/257657002|http://www.w3.org/2004/02/skos/core#prefLabel|Recreational facility
http://snomed.info/id/257658007|http://www.w3.org/2004/02/skos/core#prefLabel|Entertainment establishment
http://snomed.info/id/257659004|http://www.w3.org/2004/02/skos/core#prefLabel|Place of worship
http://snomed.info/id/257660009|http://www.w3.org/2004/02/skos/core#prefLabel|Police cell
http://snomed.info/id/257661008|http://www.w3.org/2004/02/skos/core#prefLabel|Police station
http://snomed.info/id/257662001|http://www.w3.org/2004/02/skos/core#prefLabel|Post office
http://snomed.info/id/257663006|http://www.w3.org/2004/02/skos/core#prefLabel|Prairie
http://snomed.info/id/257664000|http://www.w3.org/2004/02/skos/core#prefLabel|Private club
http://snomed.info/id/257665004|http://www.w3.org/2004/02/skos/core#prefLabel|Domestic driveway
http://snomed.info/id/257665004|http://www.w3.org/2004/02/skos/core#altLabel|Private driveway
http://snomed.info/id/257667007|http://www.w3.org/2004/02/skos/core#prefLabel|Domestic garage
http://snomed.info/id/257667007|http://www.w3.org/2004/02/skos/core#altLabel|Private garage
http://snomed.info/id/257668002|http://www.w3.org/2004/02/skos/core#prefLabel|Domestic garden
http://snomed.info/id/257668002|http://www.w3.org/2004/02/skos/core#altLabel|Private garden
http://snomed.info/id/257670006|http://www.w3.org/2004/02/skos/core#prefLabel|Private house
http://snomed.info/id/257671005|http://www.w3.org/2004/02/skos/core#prefLabel|Private swimming pool
http://snomed.info/id/257672003|http://www.w3.org/2004/02/skos/core#prefLabel|Private track
http://snomed.info/id/257673008|http://www.w3.org/2004/02/skos/core#prefLabel|Domestic walkway
http://snomed.info/id/257673008|http://www.w3.org/2004/02/skos/core#altLabel|Domestic path
http://snomed.info/id/257673008|http://www.w3.org/2004/02/skos/core#altLabel|Private walk
http://snomed.info/id/257674002|http://www.w3.org/2004/02/skos/core#prefLabel|Public building
http://snomed.info/id/257675001|http://www.w3.org/2004/02/skos/core#prefLabel|Public hall
http://snomed.info/id/257676000|http://www.w3.org/2004/02/skos/core#prefLabel|Public house
http://snomed.info/id/257676000|http://www.w3.org/2004/02/skos/core#altLabel|Inn
http://snomed.info/id/257676000|http://www.w3.org/2004/02/skos/core#altLabel|Pub
http://snomed.info/id/257677009|http://www.w3.org/2004/02/skos/core#prefLabel|Public park
http://snomed.info/id/257678004|http://www.w3.org/2004/02/skos/core#prefLabel|Public utility
http://snomed.info/id/257679007|http://www.w3.org/2004/02/skos/core#prefLabel|Racecourse
http://snomed.info/id/257680005|http://www.w3.org/2004/02/skos/core#prefLabel|Radio broadcasting station
http://snomed.info/id/257681009|http://www.w3.org/2004/02/skos/core#prefLabel|Railway level crossing
http://snomed.info/id/257681009|http://www.w3.org/2004/02/skos/core#altLabel|Level crossing
http://snomed.info/id/257683007|http://www.w3.org/2004/02/skos/core#prefLabel|Railway line
http://snomed.info/id/257683007|http://www.w3.org/2004/02/skos/core#altLabel|Railway track
http://snomed.info/id/257684001|http://www.w3.org/2004/02/skos/core#prefLabel|Railway running on roadway
http://snomed.info/id/257685000|http://www.w3.org/2004/02/skos/core#prefLabel|Railway station
